customerID,tenure,MonthlyCharges,Contract,TechSupport,OnlineSecurity,Churn_Probability,Risk_Level,Recommended_Action
9052-DHNKM,26,61.55,One year,No,Yes,0.07,Low Risk,✅ Monitor
6794-HKIAJ,62,90.7,Month-to-month,No,Yes,0.04,Low Risk,🎯 Assign dedicated support agent
5578-NKCXI,58,99.25,One year,No,Yes,0.06,Low Risk,🎯 Assign dedicated support agent
1642-HMARX,68,91.7,Two year,Yes,Yes,0.0,,✅ Monitor
3096-WPXBT,61,100.7,One year,No,Yes,0.16,Low Risk,🎯 Assign dedicated support agent
8434-PNQZX,42,78.45,Two year,Yes,No,0.0,,🔒 Offer OnlineSecurity add-on
5950-AAAGJ,18,84.3,Month-to-month,No,No,0.18,Low Risk,🎯 Assign dedicated support agent
4299-OPXEJ,56,19.55,Two year,No internet service,No internet service,0.02,Low Risk,✅ Monitor
9618-LFJRU,4,20.45,Month-to-month,No internet service,No internet service,0.02,Low Risk,✅ Monitor
6693-DJWTY,35,55.6,One year,No,Yes,0.02,Low Risk,✅ Monitor
0744-GKNGE,64,86.8,Month-to-month,Yes,Yes,0.02,Low Risk,💰 Offer annual plan discount
6447-EGDIV,31,20.95,One year,No internet service,No internet service,0.0,,✅ Monitor
1167-OYZJF,67,20.05,Two year,No internet service,No internet service,0.0,,✅ Monitor
4806-DXQCE,70,113.65,Two year,Yes,Yes,0.02,Low Risk,✅ Monitor
4854-SSLTN,2,59.5,Two year,Yes,Yes,0.05,Low Risk,✅ Monitor
5294-DMSFH,29,87.8,Month-to-month,No,No,0.26,Low Risk,🎯 Assign dedicated support agent
4837-PZTIC,47,41.9,Two year,Yes,Yes,0.0,,✅ Monitor
0603-OLQDC,12,69.85,Month-to-month,No,Yes,0.02,Low Risk,✅ Monitor
3272-VUHPV,8,56.3,Month-to-month,Yes,No,0.08,Low Risk,🔒 Offer OnlineSecurity add-on
4176-FXYBO,54,109.55,Month-to-month,No,Yes,0.08,Low Risk,🎯 Assign dedicated support agent
1063-DHQJF,69,92.15,Two year,Yes,No,0.04,Low Risk,🔒 Offer OnlineSecurity add-on
8663-UPDGF,26,69.5,Month-to-month,No,Yes,0.04,Low Risk,💰 Offer annual plan discount
6719-FGEDO,72,97.0,Two year,Yes,Yes,0.0,,✅ Monitor
1837-YQUCE,70,58.35,Two year,Yes,Yes,0.0,,✅ Monitor
0369-ZGOVK,28,70.4,One year,No,No,0.04,Low Risk,🔒 Offer OnlineSecurity add-on
9919-KNPOO,21,94.3,Month-to-month,No,No,0.19,Low Risk,🎯 Assign dedicated support agent
7872-BAAZR,53,19.55,One year,No internet service,No internet service,0.03,Low Risk,✅ Monitor
9391-LMANN,53,95.95,One year,No,Yes,0.04,Low Risk,🎯 Assign dedicated support agent
8174-TBVCF,70,94.8,Two year,Yes,Yes,0.02,Low Risk,✅ Monitor
1698-XFZCI,61,107.75,One year,No,Yes,0.04,Low Risk,🎯 Assign dedicated support agent
1877-HKBQX,11,54.6,One year,Yes,Yes,0.02,Low Risk,✅ Monitor
4450-DLLMH,2,71.3,Month-to-month,No,No,0.22,Low Risk,📧 Send re-engagement email
0428-AXXLJ,25,19.5,One year,No internet service,No internet service,0.0,,✅ Monitor
2746-DIJLO,41,56.3,One year,No,No,0.09,Low Risk,🔒 Offer OnlineSecurity add-on
3508-VLHCZ,71,90.55,Two year,Yes,Yes,0.0,,✅ Monitor
4086-ATNFV,34,60.8,One year,No,Yes,0.02,Low Risk,✅ Monitor
0468-YRPXN,29,98.8,Month-to-month,Yes,No,0.13,Low Risk,🔒 Offer OnlineSecurity add-on
5996-NRVXR,40,98.15,One year,Yes,Yes,0.06,Low Risk,✅ Monitor
3739-YBWAB,36,35.35,One year,No,Yes,0.04,Low Risk,✅ Monitor
7047-FWEYA,46,103.15,One year,Yes,No,0.11,Low Risk,🔒 Offer OnlineSecurity add-on
2000-MPKCA,58,107.75,One year,No,Yes,0.13,Low Risk,🎯 Assign dedicated support agent
9762-YAQAA,39,81.4,One year,No,No,0.02,Low Risk,🎯 Assign dedicated support agent
5473-KHBPS,52,95.7,One year,No,No,0.07,Low Risk,🎯 Assign dedicated support agent
0100-DUVFC,70,104.8,One year,No,No,0.04,Low Risk,🎯 Assign dedicated support agent
5397-TUPSH,65,70.95,One year,No,No,0.0,,🔒 Offer OnlineSecurity add-on
8950-MTZNV,1,44.95,Month-to-month,No,No,0.16,Low Risk,📧 Send re-engagement email
0326-VDYXE,70,97.65,One year,No,No,0.1,Low Risk,🎯 Assign dedicated support agent
6773-LQTVT,29,35.65,Month-to-month,No,No,0.2,Low Risk,🔒 Offer OnlineSecurity add-on
0436-TWFFZ,67,85.25,Two year,Yes,Yes,0.02,Low Risk,✅ Monitor
8566-YPRGL,1,19.5,Month-to-month,No internet service,No internet service,0.22734646787362445,Low Risk,📧 Send re-engagement email
6609-MXJHJ,30,25.1,Two year,No internet service,No internet service,0.07,Low Risk,✅ Monitor
2669-OIDSD,48,100.05,Month-to-month,Yes,No,0.1,Low Risk,🔒 Offer OnlineSecurity add-on
8400-WZICQ,55,55.7,Month-to-month,No,Yes,0.1,Low Risk,💰 Offer annual plan discount
9576-SYUHJ,37,91.15,Month-to-month,No,Yes,0.26,Low Risk,🎯 Assign dedicated support agent
0410-IPFTY,31,83.85,Month-to-month,No,No,0.3,Low Risk,🎯 Assign dedicated support agent
2831-EBWRN,4,45.9,Month-to-month,No,No,0.27,Low Risk,🔒 Offer OnlineSecurity add-on
9430-NKQLY,72,25.1,Two year,No internet service,No internet service,0.01,Low Risk,✅ Monitor
0247-SLUJI,1,19.7,Month-to-month,No internet service,No internet service,0.19,Low Risk,📧 Send re-engagement email
9402-ORRAH,15,91.5,Month-to-month,No,No,0.16,Low Risk,🎯 Assign dedicated support agent
6483-OATDN,8,51.3,Month-to-month,No,Yes,0.23,Low Risk,✅ Monitor
1293-HHSHJ,35,21.1,One year,No internet service,No internet service,0.02,Low Risk,✅ Monitor
4840-ORQXB,56,104.75,Month-to-month,No,No,0.39,Medium Risk,🎯 Assign dedicated support agent
3982-DQLUS,65,85.75,Month-to-month,No,Yes,0.02,Low Risk,🎯 Assign dedicated support agent
8610-ZIKJJ,2,20.3,One year,No internet service,No internet service,0.06,Low Risk,✅ Monitor
3756-VNWDH,65,100.75,One year,No,Yes,0.13,Low Risk,🎯 Assign dedicated support agent
7801-KICAO,18,74.15,Month-to-month,No,No,0.19,Low Risk,🔒 Offer OnlineSecurity add-on
7673-LPRNY,23,78.55,One year,No,Yes,0.03,Low Risk,✅ Monitor
6060-QBMGV,70,19.85,Two year,No internet service,No internet service,0.0,,✅ Monitor
7339-POGZN,4,50.7,Month-to-month,No,No,0.25,Low Risk,🔒 Offer OnlineSecurity add-on
2828-SLQPF,19,45.0,Month-to-month,No,No,0.28,Low Risk,🔒 Offer OnlineSecurity add-on
4465-VDKIQ,18,77.8,Month-to-month,No,No,0.12,Low Risk,🔒 Offer OnlineSecurity add-on
2921-XWDJH,38,83.45,Month-to-month,No,Yes,0.14,Low Risk,🎯 Assign dedicated support agent
2558-BUOZZ,47,94.8,One year,No,Yes,0.03,Low Risk,🎯 Assign dedicated support agent
9257-AZMTZ,52,20.1,Two year,No internet service,No internet service,0.0,,✅ Monitor
0003-MKNFE,9,59.9,Month-to-month,No,No,0.1,Low Risk,🔒 Offer OnlineSecurity add-on
0975-UYDTX,26,90.1,One year,Yes,Yes,0.04,Low Risk,✅ Monitor
4682-BLBUC,44,70.95,One year,Yes,No,0.04,Low Risk,🔒 Offer OnlineSecurity add-on
0975-VOOVL,3,29.2,Month-to-month,No,No,0.08,Low Risk,📧 Send re-engagement email
5968-VXZLG,2,46.6,Month-to-month,No,No,0.28,Low Risk,📧 Send re-engagement email
5201-FRKKS,25,74.3,Month-to-month,No,Yes,0.12,Low Risk,💰 Offer annual plan discount
9799-CAYJJ,2,69.3,Month-to-month,No,No,0.13,Low Risk,📧 Send re-engagement email
5443-SCMKX,58,94.3,One year,No,No,0.03,Low Risk,🎯 Assign dedicated support agent
8295-KMENE,59,76.45,Two year,Yes,Yes,0.01,Low Risk,✅ Monitor
6738-ISCBM,44,54.0,One year,No,Yes,0.05,Low Risk,✅ Monitor
9821-BESNZ,66,104.25,One year,Yes,No,0.16,Low Risk,🔒 Offer OnlineSecurity add-on
3678-MNGZX,68,19.95,Two year,No internet service,No internet service,0.0,,✅ Monitor
1335-NTIUC,9,24.95,Month-to-month,No,No,0.53,Medium Risk,🔒 Offer OnlineSecurity add-on
2916-BQZLN,19,84.75,Month-to-month,No,Yes,0.11,Low Risk,🎯 Assign dedicated support agent
4558-CGYCZ,4,19.75,Month-to-month,No internet service,No internet service,0.06,Low Risk,✅ Monitor
2368-GAKKQ,70,113.65,Two year,Yes,Yes,0.08,Low Risk,✅ Monitor
8710-YGLWG,1,44.9,Month-to-month,No,No,0.14,Low Risk,📧 Send re-engagement email
3199-XGZCY,8,75.25,Month-to-month,No,No,0.27,Low Risk,🔒 Offer OnlineSecurity add-on
3785-KTYSH,53,24.6,Two year,No internet service,No internet service,0.03,Low Risk,✅ Monitor
6814-ZPWFQ,51,25.0,One year,No internet service,No internet service,0.11,Low Risk,✅ Monitor
4063-EIKNQ,11,20.95,Month-to-month,No internet service,No internet service,0.07,Low Risk,✅ Monitor
6993-YCOBK,60,110.6,Two year,Yes,Yes,0.14,Low Risk,✅ Monitor
5206-HPJKM,17,55.5,Month-to-month,No,Yes,0.09,Low Risk,💰 Offer annual plan discount
8393-JMVMB,1,19.45,Month-to-month,No internet service,No internet service,0.1616579014908276,Low Risk,📧 Send re-engagement email
5019-GQVCR,43,84.85,Month-to-month,No,No,0.24,Low Risk,🎯 Assign dedicated support agent
6036-TTFYU,16,19.6,Month-to-month,No internet service,No internet service,0.02,Low Risk,💰 Offer annual plan discount
2550-AEVRU,57,53.45,One year,No,Yes,0.06,Low Risk,✅ Monitor
0969-RGKCU,37,19.8,One year,No internet service,No internet service,0.0,,✅ Monitor
0378-CJKPV,72,112.1,Two year,Yes,Yes,0.01,Low Risk,✅ Monitor
2880-FPNAE,2,74.2,Month-to-month,No,No,0.21,Low Risk,📧 Send re-engagement email
1703-MGIAB,17,69.0,Month-to-month,Yes,No,0.08,Low Risk,🔒 Offer OnlineSecurity add-on
4311-QTTAI,16,19.35,One year,No internet service,No internet service,0.02,Low Risk,✅ Monitor
4318-RAJVY,10,19.8,One year,No internet service,No internet service,0.02,Low Risk,✅ Monitor
3612-YUNGG,64,109.2,Two year,Yes,No,0.02,Low Risk,🔒 Offer OnlineSecurity add-on
2254-DLXRI,1,79.15,Month-to-month,No,No,0.9,High Risk,📧 Send re-engagement email
5062-CJJKH,25,53.65,One year,No,No,0.11,Low Risk,🔒 Offer OnlineSecurity add-on
9028-LIHRP,71,100.2,Two year,Yes,Yes,0.01,Low Risk,✅ Monitor
1053-MXTTK,72,108.65,Two year,Yes,Yes,0.03,Low Risk,✅ Monitor
1530-ZTDOZ,49,40.65,Month-to-month,No,Yes,0.16,Low Risk,💰 Offer annual plan discount
1301-LOPVR,29,55.35,One year,Yes,Yes,0.0,,✅ Monitor
0853-TWRVK,72,105.6,Two year,Yes,Yes,0.02,Low Risk,✅ Monitor
6212-ATMLK,50,95.7,Month-to-month,No,No,0.2,Low Risk,🎯 Assign dedicated support agent
8200-LGKSR,71,83.2,Two year,Yes,Yes,0.02,Low Risk,✅ Monitor
1568-BEKZM,70,90.05,Two year,Yes,Yes,0.03,Low Risk,✅ Monitor
0670-ANMUU,71,97.65,One year,Yes,Yes,0.07,Low Risk,✅ Monitor
6897-RWMUB,61,68.05,Two year,Yes,Yes,0.0,,✅ Monitor
6999-CHVCF,68,102.1,Two year,No,Yes,0.01,Low Risk,🎯 Assign dedicated support agent
6134-KWTBV,62,23.4,Two year,No internet service,No internet service,0.01,Low Risk,✅ Monitor
1077-HUUJM,7,71.05,Month-to-month,No,No,0.64,High Risk,🔒 Offer OnlineSecurity add-on
0895-LNKRC,6,19.45,One year,No internet service,No internet service,0.0,,✅ Monitor
2045-BMBTJ,33,59.45,Month-to-month,No,Yes,0.13,Low Risk,💰 Offer annual plan discount
8417-GSODA,28,92.2,One year,No,No,0.04,Low Risk,🎯 Assign dedicated support agent
5171-EPLKN,27,19.85,Two year,No internet service,No internet service,0.0,,✅ Monitor
4452-QIIEB,7,43.9,Month-to-month,No,No,0.11,Low Risk,🔒 Offer OnlineSecurity add-on
6741-EGCBI,30,90.5,Month-to-month,No,Yes,0.12,Low Risk,🎯 Assign dedicated support agent
7820-ZYGNY,63,90.45,One year,No,No,0.07,Low Risk,🎯 Assign dedicated support agent
9677-AVKED,53,84.6,One year,Yes,No,0.04,Low Risk,🔒 Offer OnlineSecurity add-on
2227-JRSJX,21,99.15,Month-to-month,Yes,No,0.41,Medium Risk,🔒 Offer OnlineSecurity add-on
9847-HNVGP,17,19.95,One year,No internet service,No internet service,0.0,,✅ Monitor
6696-YDAYZ,16,20.5,Two year,No internet service,No internet service,0.01,Low Risk,✅ Monitor
8980-WQFWL,35,62.1,Month-to-month,No,No,0.09,Low Risk,🔒 Offer OnlineSecurity add-on
1730-ZMAME,32,79.5,Month-to-month,No,No,0.12,Low Risk,🔒 Offer OnlineSecurity add-on
6506-EYCNH,28,19.55,Month-to-month,No internet service,No internet service,0.04,Low Risk,💰 Offer annual plan discount
4634-JLRJT,1,20.35,Month-to-month,No internet service,No internet service,0.270671204434523,Low Risk,📧 Send re-engagement email
9501-UKKNL,59,51.7,Month-to-month,Yes,No,0.07,Low Risk,🔒 Offer OnlineSecurity add-on
2560-QTSBS,72,23.3,One year,No internet service,No internet service,0.0,,✅ Monitor
4795-WRNVT,40,65.1,Month-to-month,No,Yes,0.03,Low Risk,💰 Offer annual plan discount
6080-TCMYC,40,81.2,Month-to-month,No,No,0.45,Medium Risk,🎯 Assign dedicated support agent
7860-UXCRM,63,74.5,Two year,Yes,Yes,0.03,Low Risk,✅ Monitor
6357-JJPQT,3,80.5,Month-to-month,No,No,0.34,Medium Risk,📧 Send re-engagement email
2292-XQWSV,40,60.3,One year,Yes,No,0.1,Low Risk,🔒 Offer OnlineSecurity add-on
9552-TGUZV,8,75.0,Month-to-month,No,Yes,0.24,Low Risk,✅ Monitor
5913-INRQV,34,90.15,One year,Yes,Yes,0.1,Low Risk,✅ Monitor
9643-YBLUR,9,69.05,Month-to-month,No,No,0.03,Low Risk,🔒 Offer OnlineSecurity add-on
8734-FNWVH,31,59.7,Month-to-month,No,No,0.02,Low Risk,🔒 Offer OnlineSecurity add-on
9447-YPTBX,50,19.85,One year,No internet service,No internet service,0.0,,✅ Monitor
9026-LHEVG,9,40.75,Month-to-month,No,No,0.09,Low Risk,🔒 Offer OnlineSecurity add-on
7011-CVEUC,25,95.7,Month-to-month,Yes,No,0.12,Low Risk,🔒 Offer OnlineSecurity add-on
6185-TASNN,1,46.3,Month-to-month,No,No,0.3,Low Risk,📧 Send re-engagement email
7925-PNRGI,45,81.3,Month-to-month,Yes,Yes,0.06,Low Risk,💰 Offer annual plan discount
1552-CZCLL,55,20.0,Month-to-month,No internet service,No internet service,0.08,Low Risk,💰 Offer annual plan discount
3038-PQIUY,38,66.15,Month-to-month,No,Yes,0.09,Low Risk,💰 Offer annual plan discount
9313-CDOGY,38,19.6,Month-to-month,No internet service,No internet service,0.07,Low Risk,💰 Offer annual plan discount
8148-BPLZQ,34,49.8,Month-to-month,No,No,0.01,Low Risk,🔒 Offer OnlineSecurity add-on
2623-DRYAM,70,101.75,One year,No,No,0.05,Low Risk,🎯 Assign dedicated support agent
9987-LUTYD,13,55.15,One year,Yes,Yes,0.01,Low Risk,✅ Monitor
4488-KQFDT,61,103.95,One year,No,No,0.24,Low Risk,🎯 Assign dedicated support agent
5693-PIPCS,41,99.65,Two year,Yes,No,0.03,Low Risk,🔒 Offer OnlineSecurity add-on
0491-KAPQG,21,73.7,Month-to-month,No,No,0.14,Low Risk,🔒 Offer OnlineSecurity add-on
1925-LFCZZ,55,50.05,One year,No,No,0.05,Low Risk,🔒 Offer OnlineSecurity add-on
8039-EQPIM,69,60.25,Two year,Yes,Yes,0.0,,✅ Monitor
8707-RMEZH,69,87.3,One year,No,Yes,0.08,Low Risk,🎯 Assign dedicated support agent
3209-ZPKFI,47,54.25,Month-to-month,No,No,0.05,Low Risk,🔒 Offer OnlineSecurity add-on
6479-VDGRK,72,85.3,Two year,Yes,Yes,0.0,,✅ Monitor
9373-WSLOY,33,50.0,Month-to-month,Yes,No,0.05,Low Risk,🔒 Offer OnlineSecurity add-on
3569-JFODW,72,90.95,Two year,Yes,Yes,0.0,,✅ Monitor
9819-FBNSV,37,72.25,Month-to-month,No,No,0.35,Medium Risk,🔒 Offer OnlineSecurity add-on
9544-PYPSJ,62,96.1,Month-to-month,No,No,0.16,Low Risk,🎯 Assign dedicated support agent
1591-XWLGB,71,19.85,Two year,No internet service,No internet service,0.0,,✅ Monitor
0396-UKGAI,23,55.3,Month-to-month,Yes,No,0.01,Low Risk,🔒 Offer OnlineSecurity add-on
3243-ZHOHY,16,20.1,One year,No internet service,No internet service,0.01,Low Risk,✅ Monitor
5186-EJEGL,9,69.5,Month-to-month,Yes,Yes,0.23,Low Risk,✅ Monitor
7527-QNRUS,17,25.15,Two year,No internet service,No internet service,0.05,Low Risk,✅ Monitor
2203-GHNWN,24,79.65,Month-to-month,No,No,0.31,Medium Risk,🔒 Offer OnlineSecurity add-on
3878-AVSOQ,1,71.25,Month-to-month,No,No,0.36,Medium Risk,📧 Send re-engagement email
3258-SYSWS,72,113.8,Two year,Yes,Yes,0.01,Low Risk,✅ Monitor
5296-PSYVW,72,24.55,Two year,No internet service,No internet service,0.0,,✅ Monitor
6319-QSUSR,11,19.7,Month-to-month,No internet service,No internet service,0.12,Low Risk,✅ Monitor
0512-FLFDW,60,100.5,One year,No,No,0.13,Low Risk,🎯 Assign dedicated support agent
0487-CRLZF,49,74.45,Two year,Yes,No,0.0,,🔒 Offer OnlineSecurity add-on
2107-FBPTK,30,104.1,Month-to-month,No,No,0.29,Low Risk,🎯 Assign dedicated support agent
9451-WLYRI,53,19.05,One year,No internet service,No internet service,0.05,Low Risk,✅ Monitor
8219-VYBVI,39,25.0,Two year,No internet service,No internet service,0.03,Low Risk,✅ Monitor
1991-VOPLL,9,19.05,Month-to-month,No internet service,No internet service,0.0,,✅ Monitor
9738-QLWTP,39,81.9,One year,Yes,No,0.02,Low Risk,🔒 Offer OnlineSecurity add-on
1016-DJTSV,8,69.7,Month-to-month,No,No,0.63,High Risk,🔒 Offer OnlineSecurity add-on
9419-IPPBE,51,90.15,One year,No,No,0.06,Low Risk,🎯 Assign dedicated support agent
0174-QRVVY,71,25.35,Two year,No internet service,No internet service,0.0,,✅ Monitor
5699-BNCAS,71,24.65,Two year,No internet service,No internet service,0.0,,✅ Monitor
2900-PHPLN,70,19.55,Two year,No internet service,No internet service,0.0,,✅ Monitor
8106-GWQOK,38,60.0,Two year,Yes,Yes,0.01,Low Risk,✅ Monitor
8751-EDEKA,28,89.9,Month-to-month,No,No,0.18,Low Risk,🎯 Assign dedicated support agent
6878-GGDWG,32,19.4,Month-to-month,No internet service,No internet service,0.18,Low Risk,💰 Offer annual plan discount
4039-PIMHX,49,49.8,Two year,No,No,0.14,Low Risk,🔒 Offer OnlineSecurity add-on
8450-LUGUK,37,24.1,Two year,No internet service,No internet service,0.0,,✅ Monitor
3604-WLABM,10,54.25,Month-to-month,Yes,No,0.2,Low Risk,🔒 Offer OnlineSecurity add-on
0795-GMVQO,67,109.9,One year,No,Yes,0.05,Low Risk,🎯 Assign dedicated support agent
2259-OUUSZ,7,35.5,One year,Yes,No,0.06,Low Risk,🔒 Offer OnlineSecurity add-on
1142-IHLOO,51,87.55,One year,No,No,0.07,Low Risk,🎯 Assign dedicated support agent
4633-MKHYU,9,88.4,Month-to-month,No,No,0.27,Low Risk,🎯 Assign dedicated support agent
6257-RJOHI,4,50.8,Month-to-month,Yes,No,0.28,Low Risk,🔒 Offer OnlineSecurity add-on
1545-JFUML,71,99.0,Two year,No,Yes,0.02,Low Risk,🎯 Assign dedicated support agent
7826-VVKWT,24,96.55,Two year,No,No,0.09,Low Risk,🎯 Assign dedicated support agent
1353-GHZOS,22,59.75,One year,No,Yes,0.02,Low Risk,✅ Monitor
2587-EKXTS,44,111.5,Month-to-month,No,Yes,0.17,Low Risk,🎯 Assign dedicated support agent
5442-BXVND,33,24.25,Month-to-month,No internet service,No internet service,0.07,Low Risk,💰 Offer annual plan discount
9753-OYLBX,1,20.5,Month-to-month,No internet service,No internet service,0.49154316750799565,Medium Risk,📧 Send re-engagement email
2364-UFROM,30,70.4,One year,Yes,Yes,0.02,Low Risk,✅ Monitor
6656-JWRQX,1,30.55,Month-to-month,Yes,No,0.19,Low Risk,📧 Send re-engagement email
6473-ULUHT,16,84.9,Month-to-month,Yes,Yes,0.22,Low Risk,💰 Offer annual plan discount
7688-AWMDX,71,54.5,Two year,Yes,Yes,0.0,,✅ Monitor
2842-BCQGE,43,75.35,Month-to-month,No,No,0.12,Low Risk,🔒 Offer OnlineSecurity add-on
7244-QWYHG,50,44.45,One year,Yes,Yes,0.02,Low Risk,✅ Monitor
5312-UXESG,41,98.05,Month-to-month,No,No,0.13,Low Risk,🎯 Assign dedicated support agent
2150-WLKUW,40,63.9,One year,No,No,0.02,Low Risk,🔒 Offer OnlineSecurity add-on
7159-FVYPK,3,69.15,Month-to-month,No,No,0.22,Low Risk,📧 Send re-engagement email
7032-LMBHI,37,64.65,One year,No,Yes,0.01,Low Risk,✅ Monitor
6088-BXMRG,32,98.85,Month-to-month,No,No,0.21,Low Risk,🎯 Assign dedicated support agent
4821-SJHJV,32,89.6,Month-to-month,No,Yes,0.16,Low Risk,🎯 Assign dedicated support agent
7346-MEDWM,59,83.25,Month-to-month,No,No,0.15,Low Risk,🎯 Assign dedicated support agent
1137-DGOWI,30,70.25,One year,Yes,No,0.02,Low Risk,🔒 Offer OnlineSecurity add-on
3812-LRZIR,27,24.5,Two year,No internet service,No internet service,0.14,Low Risk,✅ Monitor
9483-GCPWE,9,20.1,One year,No internet service,No internet service,0.03,Low Risk,✅ Monitor
4227-OJHAL,68,73.0,One year,No,Yes,0.09,Low Risk,✅ Monitor
9220-CXRSC,69,61.4,Two year,Yes,Yes,0.0,,✅ Monitor
4993-JCRGJ,26,84.3,Month-to-month,Yes,No,0.41,Medium Risk,🔒 Offer OnlineSecurity add-on
9537-JALFH,69,19.9,Two year,No internet service,No internet service,0.0,,✅ Monitor
6698-OXETB,11,20.4,Two year,No internet service,No internet service,0.01,Low Risk,✅ Monitor
2103-ZRXFN,1,50.75,Month-to-month,No,No,0.27,Low Risk,📧 Send re-engagement email
3724-BSCVH,10,20.45,One year,No internet service,No internet service,0.0,,✅ Monitor
4877-TSOFF,55,75.75,One year,Yes,Yes,0.04,Low Risk,✅ Monitor
9209-NWPGU,44,65.4,One year,Yes,Yes,0.05,Low Risk,✅ Monitor
7306-YDSOI,69,59.75,Two year,No,Yes,0.0,,✅ Monitor
5288-AHOUP,11,78.5,Month-to-month,No,No,0.21,Low Risk,🔒 Offer OnlineSecurity add-on
0655-YDGFJ,29,48.95,Month-to-month,No,No,0.04,Low Risk,🔒 Offer OnlineSecurity add-on
8468-EHYJA,57,99.65,Month-to-month,No,Yes,0.13,Low Risk,🎯 Assign dedicated support agent
6823-SIDFQ,28,18.25,One year,No internet service,No internet service,0.0,,✅ Monitor
1097-FSPVW,42,54.55,Month-to-month,No,Yes,0.09,Low Risk,💰 Offer annual plan discount
8328-SKJNO,23,40.65,One year,Yes,Yes,0.02,Low Risk,✅ Monitor
7010-ZMVBF,18,20.45,Month-to-month,No internet service,No internet service,0.01,Low Risk,💰 Offer annual plan discount
5201-CBWYG,62,24.8,One year,No internet service,No internet service,0.0,,✅ Monitor
6352-GIGGQ,67,88.8,One year,Yes,Yes,0.06,Low Risk,✅ Monitor
3635-QQRQD,62,20.05,Two year,No internet service,No internet service,0.0,,✅ Monitor
2897-DOVND,2,69.8,Month-to-month,No,No,0.26,Low Risk,📧 Send re-engagement email
3082-YVEKW,23,77.15,Two year,Yes,Yes,0.01,Low Risk,✅ Monitor
0191-EQUUH,25,35.05,Two year,Yes,Yes,0.01,Low Risk,✅ Monitor
7134-HBPBS,72,108.1,Two year,Yes,No,0.03,Low Risk,🔒 Offer OnlineSecurity add-on
3489-HHPFY,2,84.05,Month-to-month,No,No,0.34,Medium Risk,📧 Send re-engagement email
2926-JEJJC,8,20.2,One year,No internet service,No internet service,0.07,Low Risk,✅ Monitor
4950-BDEUX,35,49.2,Month-to-month,No,No,0.1,Low Risk,🔒 Offer OnlineSecurity add-on
5789-LDFXO,24,24.6,One year,No internet service,No internet service,0.0,,✅ Monitor
0508-OOLTO,2,71.65,Month-to-month,No,No,0.21,Low Risk,📧 Send re-engagement email
2984-TBYKU,72,104.9,Two year,Yes,Yes,0.02,Low Risk,✅ Monitor
9822-WMWVG,41,106.5,Month-to-month,Yes,Yes,0.32,Medium Risk,💰 Offer annual plan discount
9040-KZVWO,26,75.5,One year,No,No,0.05,Low Risk,🔒 Offer OnlineSecurity add-on
1548-ARAGG,4,58.5,Month-to-month,Yes,No,0.17,Low Risk,🔒 Offer OnlineSecurity add-on
6339-RZCBJ,48,78.9,Two year,Yes,No,0.0,,🔒 Offer OnlineSecurity add-on
4415-WNGVR,12,79.2,One year,Yes,Yes,0.08,Low Risk,✅ Monitor
2522-AHJXR,60,109.45,Month-to-month,Yes,Yes,0.18,Low Risk,💰 Offer annual plan discount
0412-UCCNP,55,59.2,Two year,Yes,Yes,0.01,Low Risk,✅ Monitor
1816-FLZDK,1,29.15,Month-to-month,Yes,No,0.35,Medium Risk,📧 Send re-engagement email
7096-UCLNH,1,20.05,Month-to-month,No internet service,No internet service,0.06316321099538146,Low Risk,📧 Send re-engagement email
4615-PIVVU,42,66.5,Two year,Yes,No,0.04,Low Risk,🔒 Offer OnlineSecurity add-on
8885-QSQBX,1,49.55,Month-to-month,No,Yes,0.1,Low Risk,📧 Send re-engagement email
8617-ENBDS,3,73.6,Month-to-month,No,No,0.21,Low Risk,📧 Send re-engagement email
9385-NXKDA,72,82.65,Two year,No,Yes,0.02,Low Risk,🎯 Assign dedicated support agent
0430-IHCDJ,15,49.0,Month-to-month,No,No,0.7,High Risk,🔒 Offer OnlineSecurity add-on
6674-KVJHG,11,25.2,One year,No internet service,No internet service,0.02,Low Risk,✅ Monitor
1814-DKOLC,5,25.45,Month-to-month,No internet service,No internet service,0.04,Low Risk,✅ Monitor
9351-HXDMR,72,110.9,Two year,Yes,Yes,0.08,Low Risk,✅ Monitor
3537-HPKQT,55,77.75,Month-to-month,No,No,0.07,Low Risk,🔒 Offer OnlineSecurity add-on
2129-ALKBS,40,26.2,Month-to-month,No internet service,No internet service,0.07,Low Risk,💰 Offer annual plan discount
5821-MMEIL,57,19.9,Two year,No internet service,No internet service,0.0,,✅ Monitor
1309-XGFSN,52,80.85,One year,No,No,0.11,Low Risk,🎯 Assign dedicated support agent
6968-URWQU,43,56.35,One year,No,No,0.26,Low Risk,🔒 Offer OnlineSecurity add-on
4742-TXUEX,47,19.3,Two year,No internet service,No internet service,0.0,,✅ Monitor
9631-XEYKE,3,50.4,Month-to-month,No,No,0.25,Low Risk,📧 Send re-engagement email
1335-MXCSE,55,55.25,Two year,Yes,No,0.01,Low Risk,🔒 Offer OnlineSecurity add-on
8873-TMKGR,29,19.1,One year,No internet service,No internet service,0.0,,✅ Monitor
8800-JOOCF,12,84.05,Month-to-month,No,No,0.14,Low Risk,🎯 Assign dedicated support agent
1469-LBJQJ,66,105.2,Month-to-month,No,No,0.32,Medium Risk,🎯 Assign dedicated support agent
